,name,group_pred,group_gnd,sarcomere_length_mean,sarcomere_length_std,sarcomere_area_ratio,z_length_mean,n_zbands,cell_mask_area,sheet,status,split
120,110724_3427_w2FITC-C_1,0.0,1.0,1.1889206978770688,0.0726062914771768,0.012549998744043,0.4125,4.0,807.48,old_data,labeled,train
121,040225_4411_w2FITC-C,1.0,1.0,1.3306483201873858,0.3049504421101913,0.088435220556597,1.0275,40.0,912.195,01_FN,labeled,train
122,040325_4524_w2FITC-C,0.0,0.0,1.277914281308978,0.1929930295569385,0.0646120255755342,0.5357142857142857,14.0,353.0025,05_FN_Cilen100,labeled,test
123,012925_3821_w2FITC-C_1,0.0,1.0,1.499158622881053,0.2353384119457475,0.0488308410126734,0.5884615384615385,26.0,630.63,02_VN,labeled,train
124,012725_3737_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0008631862363494,0.0,0.0,1689.21,01_FN,labeled,train
125,110624_3278_w2FITC-C_1,0.0,0.0,1.597783069466954,0.0,0.0033425538586143,0.35,3.0,583.5825,old_data,labeled,train
126,110624_3328_w2FITC-C_1,1.0,,1.3613342186091866,0.2418701193778877,0.1245526046744489,0.8723684210526316,38.0,677.925,old_data_unlabeled,unlabeled,train
127,111124_3491_w2FITC-C_1,0.0,,0.0,0.0,0.0013076819322819,0.0,0.0,414.1575,old_data_unlabeled,unlabeled,train
128,040925_4663_w2FITC-C,0.0,0.0,1.464536020922068,0.1886455395966876,0.0488706188419852,0.745,30.0,906.8625,02_VN,labeled,train
129,041225_4819_w2FITC-C,1.0,1.0,1.4232029030403708,0.2603544670025972,0.1180134612094548,1.0285714285714282,42.0,667.62,04_VN_P5D2,labeled,test
130,110724_3464_w2FITC-C_2,0.0,,1.4317555362553325,0.228742978969144,0.0283349137021389,0.4624999999999999,24.0,792.54,old_data_unlabeled,unlabeled,train
131,012925_3812_w2FITC-C,0.0,0.0,0.0,0.0,0.0012064491694723,0.0,0.0,423.1575,02_VN,labeled,train
132,110624_3317_w2FITC-C_1,0.0,,1.4358830778259442,0.1312396294113858,0.0143126456197206,0.72,5.0,628.8075,old_data_unlabeled,unlabeled,train
133,111124_3481_w2FITC-C_1,0.0,0.0,1.3132240525526917,0.0583704946841161,0.0073745891277766,0.3,1.0,340.4925,old_data,labeled,train
134,111124_3551_w2FITC-C_2,0.0,1.0,1.792900580211299,0.3586356821337349,0.0386930459577399,0.8666666666666666,9.0,546.885,old_data,labeled,train
135,040325_4527_w2FITC-C_2,0.0,0.0,0.0,0.0,0.0006541789449532,0.0,0.0,228.2625,05_FN_Cilen100,labeled,test
136,040425_4550_w2FITC-C_2,0.0,0.0,1.5220748389165806,0.2587614635930133,0.0240238004238116,0.78,30.0,1564.6275,05_FN_Cilen100,labeled,test
137,041225_4825_w2FITC-C,0.0,1.0,1.3958209282599066,0.1804708960458577,0.0655815903832993,0.9075,20.0,615.8025,04_VN_P5D2,labeled,test
138,040425_4592_w2FITC-C,0.0,0.0,1.3833285362689924,0.2669436825760956,0.0236056113776929,0.5999999999999999,16.0,749.5425,03_FN_P5D2,labeled,test
139,114124_3582_w2FITC-C_1,2.0,,1.4359826639072788,0.2524687207823617,0.2139443468842832,1.1291044776119403,201.0,2395.9575,old_data_unlabeled,unlabeled,train
140,012725_3766_w2FITC-C,1.0,2.0,1.5557230263305288,0.2703568428278317,0.143007757813983,0.7916666666666666,108.0,1580.4,01_FN,labeled,train
141,111124_3537_w2FITC-C_1,1.0,,1.4634434868366253,0.2028942145855847,0.1679896422972704,1.1825242718446602,103.0,1652.0625,old_data_unlabeled,unlabeled,train
142,110624_3306_w2FITC-C_1,0.0,,1.3660349581129505,0.3896750277272525,0.0190552203831299,0.4499999999999999,7.0,527.535,old_data_unlabeled,unlabeled,train
143,012725_3744_w2FITC-C_2,0.0,0.0,0.0,0.0,0.0005042865606759,0.0,0.0,141.93,01_FN,labeled,train
144,040225_4401_w2FITC-C_3,1.0,1.0,1.5021563834373588,0.2460864893117914,0.1089850275886547,0.75,32.0,650.2049999999999,01_FN,labeled,train
145,041225_4809_w2FITC-C,2.0,1.0,1.5516983323768092,0.2263100261110696,0.2314085639624867,1.4375,60.0,903.24,04_VN_P5D2,labeled,test
146,040925_4661_w2FITC-C,1.0,1.0,1.6485340131113482,0.4456649422211504,0.1298627501710732,1.2672413793103448,29.0,415.575,02_VN,labeled,train
147,041125_4804_w2FITC-C_1,1.0,1.0,1.3895049875924008,0.2697031000301975,0.1785889992851176,1.3462025316455697,79.0,1058.085,06_VN_Cilen100,labeled,test
148,041125_4801_w2FITC-C,1.0,1.0,1.543303061210059,0.3818702572690809,0.1033489902069431,1.1878378378378378,37.0,850.2975,06_VN_Cilen100,labeled,test
149,114124_3613_w2FITC-C_1,0.0,0.0,1.4989118565694617,0.460671933615448,0.0318480544541607,0.3923076923076922,13.0,774.6524999999999,old_data,labeled,train
150,114124_3633_w2FITC-C_1,0.0,,1.4328403014520064,0.1080921732571784,0.0128589998871567,0.69375,8.0,837.2025,old_data_unlabeled,unlabeled,train
151,110624_3333_w2FITC-C_1,1.0,,1.4160197970585466,0.2107073464322184,0.1300175174373121,1.0147058823529411,34.0,706.14,old_data_unlabeled,unlabeled,train
152,110624_3293_w2FITC-C_1,1.0,,1.486495104235191,0.2780847754514481,0.1553186158208784,0.9132352941176468,102.0,1415.8574999999998,old_data_unlabeled,unlabeled,train
153,111124_3490_w2FITC-C_1,1.0,0.0,1.4458159688986465,0.2021249477986352,0.1104729023470021,0.7200000000000002,30.0,504.4725,old_data,labeled,train
154,040325_4527_w2FITC-C_1,0.0,0.0,1.3120391926437094,0.1407029034703267,0.0132500151267105,0.4499999999999999,2.0,353.2275,05_FN_Cilen100,labeled,test
155,111124_3504_w2FITC-C_rot45,2.0,,1.473846776025555,0.1532584625887481,0.3041332270482222,1.7863636363636364,121.0,1426.275,old_data_unlabeled,unlabeled,train
156,040325_4523_w2FITC-C,0.0,0.0,1.5471912152692966,0.0,0.0065033174139592,0.4499999999999999,2.0,361.9575,05_FN_Cilen100,labeled,test
157,040225_4407_w2FITC-C,1.0,1.0,1.3565640569776942,0.1859149172825439,0.1859332113158613,0.7561224489795918,49.0,616.8149999999999,01_FN,labeled,train
158,111124_3499_w2FITC-C_1,0.0,,1.5236540149059006,0.1257381344149987,0.0626155048862236,0.703125,16.0,498.8475,old_data_unlabeled,unlabeled,train
159,110724_3439_w2FITC-C_2,0.0,,1.3389758402495735,0.3314718610230605,0.0290858650721297,0.3749999999999999,12.0,402.795,old_data_unlabeled,unlabeled,train
160,110724_3385_w2FITC-C_1,0.0,,1.6657847218743596,0.4188802529202007,0.0095636807156163,0.5318181818181817,11.0,1333.035,old_data_unlabeled,unlabeled,train
161,040925_4646_w2FITC-C,0.0,0.0,1.1530480414174924,0.0369040853316375,0.0068099345768003,0.3299999999999999,5.0,761.8275,02_VN,labeled,train
162,114124_3663_w2FITC-C_1,1.0,2.0,1.3846710954622234,0.2738107002534384,0.198762730542524,1.1879032258064517,62.0,766.17,old_data,labeled,train
163,110724_3456_w2FITC-C_1,1.0,,1.4263993448589858,0.3829641070172906,0.0577000747768288,1.25,18.0,614.2724999999999,old_data_unlabeled,unlabeled,train
164,114124_3632_w2FITC-C_1,0.0,0.0,1.4448481315241744,0.1975336800418713,0.0120823505954973,0.4363636363636363,22.0,1377.7875,old_data,labeled,train
165,110724_3436_w2FITC-C_1,2.0,,1.4182552377516155,0.2330901387732081,0.2454344029599589,1.3177419354838709,93.0,1000.035,old_data_unlabeled,unlabeled,train
166,041225_4830_w2FITC-C_1,1.0,1.0,1.4115053975300949,0.1698515565061914,0.1362256179172238,1.265384615384615,39.0,708.0749999999999,04_VN_P5D2,labeled,test
167,114124_3644_w2FITC-C_1,0.0,,0.0,0.0,0.0006384206081783,0.0,0.0,215.0325,old_data_unlabeled,unlabeled,train
168,041225_4847_w2FITC-C,0.0,0.0,1.3633308940870497,0.1647587804958463,0.0100386301846723,0.4499999999999999,8.0,896.04,04_VN_P5D2,labeled,test
169,114124_3649_w2FITC-C_1,1.0,,1.393512507222069,0.1558179661145531,0.0647549860419756,0.9932432432432432,37.0,804.015,old_data_unlabeled,unlabeled,train
