Unnamed: 0,name,group_gnd,orig_folder,status,split,group_pred,sarcomere_length_mean,sarcomere_length_std,sarcomere_area_ratio,z_length_mean,n_zbands,cell_mask_area
54,110624_3301_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4167749195009511,0.2630269356183636,0.095744521882625,1.3657894736842109,38.0,1233.6074999999998
55,012725_3740_w2FITC-C,1.0,01_FN,labeled,train,1.0,1.4298332509217344,0.2401283922178176,0.0926904864807428,0.7571428571428571,21.0,590.22
56,110724_3460_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.318513730418984,0.3339083207672255,0.0279943010983047,0.440625,16.0,783.5174999999999
57,041125_4781_w2FITC-C,0.0,06_VN_Cilen100,labeled,test,0.0,1.4411850742597572,0.18682380969175,0.0292308172152595,0.7142857142857142,21.0,890.2125
58,114124_3650_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.3740800734203402,0.2412089700018784,0.1088370377414554,0.7628571428571428,35.0,816.3225
59,110724_3381_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,,,0.0029790857455486,,0.0,396.5175
60,012725_3758_w2FITC-C_1,1.0,01_FN,labeled,train,0.0,1.4694613785085904,0.2116689626538513,0.0452620809850086,0.6789473684210525,19.0,882.9225
61,110624_3308_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0014218240002401,,0.0,311.355
62,114124_3593_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.4105296911707712,0.3311897713632591,0.0584266278561034,0.58125,16.0,420.57
63,111124_3552_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.5067466714741264,0.3386644081891182,0.0166256580555342,0.5357142857142857,7.0,649.9575
64,114124_3617_w2FITC-C_!,,old_data_unlabeled,unlabeled,train,1.0,1.48187688872429,0.2679906784433186,0.1325042209554209,0.6763636363636362,55.0,920.3175
65,041125_4771_w2FITC-C,1.0,06_VN_Cilen100,labeled,test,1.0,1.56492993584214,0.1483727741108837,0.0999860214508195,0.8999999999999997,43.0,959.3775
66,111124_3522_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4912672820616866,0.15652194432621,0.2144211691370321,2.385,20.0,472.95
67,111124_3557_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.3330121360507614,0.1129188941819594,0.0231707200221827,0.78,5.0,574.74
68,111124_3528_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4729802808239956,0.2390317499759816,0.112701518544825,1.0666666666666669,18.0,496.3275
69,040925_4651_w2FITC-C,0.0,02_VN,labeled,train,1.0,1.4312351257338205,0.2797782517651477,0.0823020450694416,0.6636363636363636,33.0,1107.5175
70,110724_3371_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.5920571470172913,0.2500953834637867,0.0333200112018447,0.6,6.0,357.5025
71,041225_4838_w2FITC-C_2,1.0,04_VN_P5D2,labeled,test,1.0,1.4171906070584128,0.2713372952156472,0.1942279167360782,1.0743243243243243,37.0,571.2075
72,040925_4649_w2FITC-C_1,0.0,02_VN,labeled,train,1.0,1.644476530773206,0.3980091214887349,0.0325108720192916,0.915,10.0,845.4825
73,040425_4547_w2FITC-C_2,1.0,05_FN_Cilen100,labeled,test,1.0,1.492251273903553,0.2282661851420429,0.1691581629423639,0.7759259259259259,81.0,1271.2949999999998
74,040425_4552_w2FITC-C,1.0,05_FN_Cilen100,labeled,test,1.0,1.48248526045824,0.1728349151509071,0.0483395027456061,1.035576923076923,52.0,2801.1375
75,111124_3489_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4058946923068525,0.2948702935549412,0.059421768964995,0.8089285714285713,28.0,708.6374999999999
76,040225_4413_w2FITC-C,2.0,01_FN,labeled,train,2.0,1.4587699468907112,0.2188106958981091,0.4281859342756199,1.5383858267716537,254.0,2055.87
77,040225_4400_w2FITC-C_2,0.0,01_FN,labeled,train,0.0,1.5401486496975778,0.3715851419560002,0.0474598290114052,0.5875,24.0,797.76
78,040325_4515_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test,0.0,,,0.0043143334818794,,0.0,599.6474999999999
79,040425_4578_w2FITC-C_1,0.0,03_FN_P5D2,labeled,test,0.0,1.4759899497268745,0.3389942098944511,0.015043828069458,0.4125,4.0,525.8249999999999
80,111124_3479_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.552249446450962,0.1526045879545489,0.017247869856612,0.3,1.0,246.0375
81,110724_3431_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.3169119946602397,0.2396797626306601,0.0716217179332156,0.648,25.0,530.0775
82,040425_4588_w2FITC-C,2.0,03_FN_P5D2,labeled,test,2.0,1.4825265828946734,0.262209108232278,0.3268597849650215,1.4387019230769231,208.0,2185.4475
83,041125_4769_w2FITC-C_1,0.0,06_VN_Cilen100,labeled,test,0.0,,,0.0023504410853003,0.3,1.0,394.2225
84,110624_3357_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.3875012232640105,0.265942721015193,0.1087480325543039,1.0282051282051283,117.0,2840.895
85,110624_3358_w2FITC-C_1,1.0,old_data,labeled,train,0.0,1.5251816507559983,0.1557323087231295,0.0297009570467483,0.54,10.0,530.865
86,111124_3567_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4826711463236864,0.24222433920892,0.1715660707969257,1.2860655737704918,122.0,2233.395
87,041125_4784_w2FITC-C,0.0,06_VN_Cilen100,labeled,test,0.0,1.3107101147789784,0.2151856670830583,0.0420589875745197,0.6916666666666668,18.0,924.5925
88,111124_3568_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.430715902573663,0.3543457346921052,0.1759999026284978,1.457142857142857,84.0,1314.3825
89,110624_3292_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,2.5228756586379197,0.0,0.0033062262949555,,0.0,669.2175
90,110724_3392_w2FITC-C_1,1.0,old_data,labeled,train,0.0,1.5901368619640757,0.218708279590116,0.045352745834274,0.7103571428571428,140.0,7224.974999999999
91,114124_3619_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.5802238639007462,0.1097545555374175,0.0078833297617639,0.4125,4.0,1289.4975
92,041225_4815_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.5553445448136094,0.2285909139341884,0.1205737305118733,0.7875,48.0,1132.29
93,040325_4540_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,1.0,1.4003335004696789,0.2574275241639618,0.0378012982724052,1.0090909090909088,11.0,651.78
94,114124_3599_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.2878601274584924,0.1893827247510294,0.1245862362644281,1.9090909090909092,11.0,329.625
95,110624_3346_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4470722187544631,0.2416617073769343,0.2536480690634063,0.96,130.0,1266.2775
96,012925_3821_w2FITC-C_2,1.0,02_VN,labeled,train,0.0,1.719119349429486,0.3146172810816984,0.0403813404661073,0.590625,16.0,960.075
97,110724_3383_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.5218235708208625,0.18475073368164,0.1092126276794869,0.7732758620689656,58.0,824.0849999999999
98,111124_3518_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4556972956236105,0.1764854313356799,0.0256224951195445,0.5684210526315789,19.0,1191.15
99,111124_3515_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.4613492140480595,0.2096265207803379,0.1143445229117749,1.081034482758621,29.0,652.41
100,110724_3399_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.5642507091725435,0.1849859820404112,0.3195203122001955,1.1819999999999995,125.0,1205.2125
101,114124_3631_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.486653576263807,0.1962527882600752,0.1483559908098572,0.7016826923076922,208.0,3672.09
102,110624_3313_w2FITC-C_!,,old_data_unlabeled,unlabeled,train,0.0,1.3834343391109292,0.3201433562172903,0.0378689546167446,0.5526315789473684,19.0,740.655
103,110724_3471_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.474225537543123,0.3646521299841929,0.1458623181400405,0.9198529411764704,68.0,1115.2125
104,041225_4853_w2FITC-C,2.0,04_VN_P5D2,labeled,test,2.0,1.6177929447545814,0.2097144305839349,0.3156992385746767,1.6092233009708738,103.0,1089.63
105,110624_3342_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0011498259175648,,0.0,554.5799999999999
106,041125_4805_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test,1.0,1.409840173849627,0.254082008830118,0.1219400682917062,0.9073170731707316,41.0,927.225
107,110724_3382_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.4097379249782864,0.2495756412872541,0.0925233019686962,0.6356249999999999,80.0,1561.995
108,040425_4576_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,1.7033228878166482,0.449632918004561,0.0117202612606769,0.4499999999999999,6.0,805.5675
109,110624_3334_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.3575178519184157,0.1913114511002797,0.1030136721794594,0.6681818181818182,22.0,408.96
110,110724_3447_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4845918608738615,0.3605294574326078,0.0400744358655159,0.57,10.0,714.6899999999999
111,114124_3571_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4453115291053118,0.2573287085713792,0.0258206766420655,0.9535714285714286,14.0,1066.9275
112,041125_4775_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test,2.0,1.3753621897006398,0.2173068809880733,0.3204062351080674,1.3397435897435894,117.0,1138.41
113,110624_3300_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.3955872775364997,0.2128113797817665,0.3565389128077263,1.363975155279503,161.0,1431.5175
114,111124_3524_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0031225968362753,,0.0,253.5075
115,110624_3349_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.5245373228048205,0.2036135830686866,0.0166208700780155,0.4363636363636363,11.0,1323.54
116,114124_3603_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3150416876123097,0.1382374248752077,0.0303587772685049,1.2,4.0,245.2275
117,110624_3271_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0006253122506132,,0.0,277.9875
118,114124_3586_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.4843977137856343,0.1946728351285019,0.0832116145794573,0.6661764705882353,34.0,1032.9975
119,040425_4577_w2FITC-C_2,1.0,03_FN_P5D2,labeled,test,1.0,1.4970313266217652,0.2251841472067811,0.0331400536783151,0.9545454545454544,11.0,670.9275
120,110724_3427_w2FITC-C_1,1.0,old_data,labeled,train,0.0,1.1889206978770688,0.0726062914771768,0.012549998744043,0.75,1.0,807.48
121,040225_4411_w2FITC-C,1.0,01_FN,labeled,train,1.0,1.318342742822019,0.2913535283642517,0.0884353041943557,1.009090909090909,33.0,912.195
122,040325_4524_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,0.0,1.2683698669069408,0.1921961896731454,0.064612106623769,0.5166666666666667,9.0,353.0025
123,012925_3821_w2FITC-C_1,1.0,02_VN,labeled,train,0.0,1.4951391881056433,0.2354546493704532,0.0488308924293944,0.5357142857142858,21.0,630.63
124,012725_3737_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,,,0.0008631862363494,,0.0,1689.21
125,110624_3278_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.447820973679635,0.0,0.0033425503859983,,0.0,583.5825
126,110624_3328_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.355363469971337,0.2457104144784813,0.1245525934204097,0.8772727272727272,33.0,677.925
127,111124_3491_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0013076823640354,,0.0,414.1575
128,040925_4663_w2FITC-C,0.0,02_VN,labeled,train,0.0,1.464536020922068,0.1886455395966876,0.0488706188419852,0.7704545454545453,22.0,906.8625
129,041225_4819_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.42308504407027,0.2613036886531207,0.1180135412037056,1.019230769230769,39.0,667.62
130,110724_3464_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.427056307766841,0.2286121807674931,0.0283349233286492,0.5035714285714284,14.0,792.54
131,012925_3812_w2FITC-C,0.0,02_VN,labeled,train,0.0,,,0.0012064491694723,,0.0,423.1575
132,110624_3317_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4358830778259442,0.1312396294113858,0.0143126501696392,0.3374999999999999,4.0,628.8075
133,111124_3481_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.3132240525526917,0.0583704946841161,0.0073745891277766,0.3,1.0,340.4925
134,111124_3551_w2FITC-C_2,1.0,old_data,labeled,train,0.0,1.775253823032112,0.3448978865289865,0.0386930459577399,0.85,9.0,546.885
135,040325_4527_w2FITC-C_2,0.0,05_FN_Cilen100,labeled,test,0.0,,,0.0006541797936037,,0.0,228.2625
136,040425_4550_w2FITC-C_2,0.0,05_FN_Cilen100,labeled,test,0.0,1.5220748389165806,0.2587614635930133,0.0240238004238116,0.7687499999999999,24.0,1564.6275
137,041225_4825_w2FITC-C,1.0,04_VN_P5D2,labeled,test,0.0,1.3961381977761922,0.1885488063108391,0.0655816151620053,0.8735294117647058,17.0,615.8025
138,040425_4592_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,1.3833285362689924,0.2669436825760956,0.0236056113776929,0.4676470588235293,17.0,749.5425
139,114124_3582_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4362443678555994,0.2533015901789513,0.2139443214100599,1.027461139896373,193.0,2395.9575
140,012725_3766_w2FITC-C,2.0,01_FN,labeled,train,1.0,1.5557230263305288,0.2703568428278317,0.143007757813983,0.7620689655172413,87.0,1580.4
141,111124_3537_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4645022339842757,0.2038912680715971,0.1679896422972704,1.1862068965517238,87.0,1652.0625
142,110624_3306_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.3803156075190823,0.4174407687847104,0.0190551896506413,0.5142857142857143,7.0,527.535
143,012725_3744_w2FITC-C_2,0.0,01_FN,labeled,train,0.0,,,0.0005042870856235,,0.0,141.93
144,040225_4401_w2FITC-C_3,1.0,01_FN,labeled,train,1.0,1.4953837732864372,0.2469390520434592,0.1089849337180197,0.792,25.0,650.2049999999999
145,041225_4809_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.552497866065015,0.2244269193654486,0.2314086146426683,1.2245901639344263,61.0,903.24
146,040925_4661_w2FITC-C,1.0,02_VN,labeled,train,1.0,1.6485340131113482,0.4456649422211504,0.1298627501710732,1.1225806451612903,31.0,415.575
147,041125_4804_w2FITC-C_1,1.0,06_VN_Cilen100,labeled,test,1.0,1.38683417342559,0.2675750680331173,0.1785889992851176,1.2674999999999998,80.0,1058.085
148,041125_4801_w2FITC-C,1.0,06_VN_Cilen100,labeled,test,1.0,1.5555208061083994,0.3799369706039595,0.1033489632890896,1.1083333333333334,36.0,850.2975
149,114124_3613_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.5497007281220885,0.4635682406078849,0.0318480741517529,0.36,10.0,774.6524999999999
150,114124_3633_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4078403004761817,0.119461574380289,0.0128589725482708,0.51,5.0,837.2025
151,110624_3333_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.411367017800337,0.207100559417821,0.1300175498504081,0.9385714285714282,35.0,706.14
152,110624_3293_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.486495104235191,0.2780847754514481,0.1553186158208784,0.8595505617977528,89.0,1415.8574999999998
153,111124_3490_w2FITC-C_1,0.0,old_data,labeled,train,1.0,1.4452592982420696,0.2031721851283232,0.1104728947852475,0.6625,24.0,504.4725
154,040325_4527_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test,0.0,1.312328082792233,0.1270211296382892,0.0132500070270497,0.375,2.0,353.2275
155,111124_3504_w2FITC-C_rot45,,old_data_unlabeled,unlabeled,train,2.0,1.47520273913564,0.154069794859366,0.3041332270482222,1.6906779661016949,118.0,1426.275
156,040325_4523_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,0.0,1.5471912152692966,0.0,0.0065033259769577,0.3,1.0,361.9575
157,040225_4407_w2FITC-C,1.0,01_FN,labeled,train,1.0,1.360549296591943,0.1845032524461704,0.1859332113158613,0.7738636363636363,44.0,616.8149999999999
158,111124_3499_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.5236529623225752,0.1257384461790436,0.0626154781216504,0.8454545454545456,11.0,498.8475
159,110724_3439_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.3389758402495735,0.3314718610230605,0.0290858650721297,0.375,6.0,402.795
160,110724_3385_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.6235285026234227,0.4469788180642576,0.0095636928776851,0.5,6.0,1333.035
161,040925_4646_w2FITC-C,0.0,02_VN,labeled,train,0.0,1.190394057518119,0.0004419307689893,0.0068099383322738,0.6,1.0,761.8275
162,114124_3663_w2FITC-C_1,2.0,old_data,labeled,train,1.0,1.382826762375343,0.2713022660400365,0.198762730542524,1.0306451612903222,62.0,766.17
163,110724_3456_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.428322780125994,0.3883713283243203,0.0577000623566171,1.4142857142857144,14.0,614.2724999999999
164,114124_3632_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.4466498504441347,0.1853666691687036,0.0120823395206479,0.4499999999999999,12.0,1377.7875
165,110724_3436_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4182552377516155,0.2330901387732081,0.2454344029599589,1.1725806451612903,93.0,1000.035
166,041225_4830_w2FITC-C_1,1.0,04_VN_P5D2,labeled,test,1.0,1.41119340518163,0.1752676465714289,0.1362256502417426,1.1,39.0,708.0749999999999
167,114124_3644_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0006384214397453,,0.0,215.0325
168,041225_4847_w2FITC-C,0.0,04_VN_P5D2,labeled,test,0.0,1.3633309359237404,0.1647588510109922,0.0100386301846723,0.4799999999999998,5.0,896.04
169,114124_3649_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3978494602260023,0.1493809011638394,0.0647550002756551,0.9208333333333332,36.0,804.015
170,110624_3296_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.3691683307317155,0.2962309578989794,0.2396316630879974,1.8043269230769232,104.0,1424.565
171,041225_4810_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.5661837037216413,0.244688758945188,0.1380914844328353,0.8585106382978723,47.0,928.6875
